% Model,20260626_TI_field_CompactXY_X10_Y10_leadField.mph
% Version,COMSOL 6.3.0.335
% Date,"Jul 3 2026, 20:44"
% Dimension,2
% Nodes,277
% Expressions,4
% Description,"Electric field, x-component, Electric field, y-component"
% Length unit,mm
% x,y,ec.Ex (V/m) @ idx=1,ec.Ey (V/m) @ idx=1,ec.Ex (V/m) @ idx=2,ec.Ey (V/m) @ idx=2
-4.999999999999999,-4.440892098500626E-16,3.399213218920523E-4-8.824981148627154E-10i,-0.20595761367622756+5.347037508566896E-7i,8.95140885021443E-5-2.3239499633958427E-10i,0.09906141469396579-2.5718160672271777E-7i
-4.439322101056142,0.15301992564167813,0.019466152816525584-5.053770404482503E-8i,-0.1852562266794371+4.809591522592255E-7i,9.83289909521934E-4-2.552801003169658E-9i,0.08503335559568506-2.207621916634577E-7i
-2.5165554670442303,-3.277379565027529,0.08774620530484693-2.2780524721800163E-7i,-0.021736331874899168+5.643150537588161E-8i,0.12775825050581924-3.3168385731900714E-7i,-0.02401585242096928+6.23495589228325E-8i
-1.3219173142285074,-4.999999999999999,0.07065779456153291-1.8344059782469492E-7i,4.238569733807281E-5-1.1004104652834029E-10i,0.09658423129273917-2.5075038413983864E-7i,1.950377058649866E-4-5.063536667706791E-10i
-1.882176318153222,-4.223102200325785,0.07975167118882405-2.070499699457157E-7i,-0.003609712380165981+9.37147559022581E-9i,0.10831592768471741-2.8120802031425534E-7i,-0.003074666850213768+7.982399233015883E-9i
-2.044498627362807,-3.5839205507457605,0.0877138395950777-2.2772121989751275E-7i,-0.013303745212038231+3.453896332524209E-8i,0.12099518126945286-3.141256888034584E-7i,-0.011739423808815935+3.0477697966231695E-8i
-3.9025513914873287,0.28350698475452973,0.04311901691799547-1.1194487869505006E-7i,-0.14190302059015264+3.6840627551029726E-7i,0.006461232803308942-1.6774545759304676E-8i,0.056771181565518636-1.4738840279712412E-7i
-1.9449707063736956,-3.1011939401189315,0.09340476995044916-2.424959191794004E-7i,-0.020323921984314545+5.276463017393188E-8i,0.12992812768597875-3.373172565724796E-7i,-0.01383182846135681+3.590996432460265E-8i
-0.9117318397649616,-4.297488236264476,0.07338528212075084-1.9052165592347628E-7i,0.0185260891804143-4.809712637788566E-8i,0.09845535137735335-2.5560815516217264E-7i,0.02127261934613518-5.522762257678105E-8i
-0.4406391047444922,-4.999999999999999,0.0446979931525703-1.1604419068487858E-7i,9.225911369264891E-4-2.395215853477255E-9i,0.0674884728783579-1.752124572795698E-7i,9.665867048358201E-4-2.509436419361889E-9i
