% Model,20260626_TI_field_CompactXY_X30_Y30_leadField.mph
% Version,COMSOL 6.3.0.335
% Date,"Jul 3 2026, 21:00"
% Dimension,2
% Nodes,589
% Expressions,4
% Description,"Electric field, x-component, Electric field, y-component"
% Length unit,mm
% x,y,ec.Ex (V/m) @ idx=3,ec.Ey (V/m) @ idx=3,ec.Ex (V/m) @ idx=4,ec.Ey (V/m) @ idx=4
14.667049180496308,12.251974400625992,-0.008535199663815052+2.304530199594699E-8i,0.047063162963625726-1.270719896547526E-7i,-4.923139712431912E-4+1.3292628867497355E-9i,0.002791797643680538-7.537939631686164E-9i
14.471183362850207,11.928821651753625,-0.015064009730365646+4.06732902779063E-8i,0.05494256084979443-1.4834660665087653E-7i,-8.831659279751325E-4+2.3845752090587673E-9i,0.003227314846202284-8.71384949341963E-9i
15,12,1.819758430954277E-5-4.913403816067294E-11i,0.05399208367218333-1.4578028899447768E-7i,-8.914276469762505E-7+2.4068821058744052E-12i,0.0031997403117839385-8.639397401145155E-9i
12.860544642125571,9.120457925547788,-0.0996995036744958+2.6919173089367727E-7i,-0.04522854767966542+1.2211847187770716E-7i,-5.128823373506175E-4+1.3847981087997476E-9i,0.0010682388912874677-2.884277910682326E-9i
13.262146195528716,9.010119121164225,-0.11258173614016473+3.0397415535315E-7i,-0.06397631687684029+1.7273802618420434E-7i,0.0010309851989592916-2.7836917938976947E-9i,6.62913992827599E-4-1.7898881999066764E-9i
13.071178348245667,9.471183362852797,-0.11756983037706348+3.1744216343750456E-7i,-0.03211438462988092+8.670982769711544E-8i,-0.0010529016541413333+2.8428668979583263E-9i,-2.2171265293080555E-4+5.986309921694475E-10i
13.000000000000002,10,-0.11221847113825263+3.02993328658624E-7i,-3.9678754965174454E-4+1.0713386060232049E-9i,-0.002865909572826212+7.738044123198846E-9i,4.4746853826009916E-5-1.208178836360252E-10i
12.580732177255339,9.727804235285793,-0.09501728983787565+2.5654960931192265E-7i,-0.01670897597609211+4.5114749810092424E-8i,-0.0020907018388481857+5.64495936328978E-9i,8.477784572535387E-4-2.2890279480996502E-9i
14.039947272336793,12.145082220850659,-0.025420347784796283+6.863572202375459E-8i,0.04523421740371061-1.2213378030729095E-7i,-0.0014317128940204483+3.8656689138861796E-9i,0.002661031198168179-7.184866200903055E-9i
14.010119121164154,11.737853804471241,-0.032252357151082656+8.708235775421886E-8i,0.056255746501025695-1.5189224835830075E-7i,-0.001832790595146257+4.948591061032596E-9i,0.0032117498250574575-8.671823456882987E-9i
13.080949686469625,8.656605989607343,-0.09105430976053314+2.4584944103424033E-7i,-0.06774547360266005+1.8291486544258473E-7i,6.713141789682575E-4-1.8125689612275433E-9i,0.0022249997687393106-6.0075679106606495E-9i
13.58578643762806,8.585786437625751,-0.09611033915730072+2.595008761427707E-7i,-0.09574347406127484+2.585103290832277E-7i,0.0027525816253688995-7.432055174299235E-9i,0.0028603093374067294-7.722923315059564E-9i
13.07117834824585,10.528816637147889,-0.0975226293359519+2.633141031268979E-7i,0.025737656222414935-6.949246457913412E-8i,-0.0037340399959568207+1.008202300604622E-8i,0.0010238507931303504-2.76442867839168E-9i
