% Model,20260626_TI_field_Base_X50_Y50_leadField.mph
% Version,COMSOL 6.3.0.335
% Date,"Jul 7 2026, 21:51"
% Dimension,2
% Nodes,861
% Expressions,2
% Description,"Electric field, x-component, Electric field, y-component"
% Length unit,mm
% x,y,ec.Ex (V/m) @ idx=3,ec.Ey (V/m) @ idx=3
-20.624682933830783,-8.00651456913335,5.5014194456954E-4-1.4854001959676042E-9i,-0.008047075778872832+2.1727352471274696E-8i
-18.287082771793237,-8.770127601657084,9.924525781100136E-4-2.679652530705364E-9i,-0.008459075213990924+2.2839763636617954E-8i
-16.069692822903477,-9.643638111232779,0.0015490241659538995-4.1824129615593444E-9i,-0.009067963132501232+2.448377977173605E-8i
-22.83021864051463,-4.181338317301222,-4.231475788480747E-6+1.1425114968171418E-11i,-0.008002427090551453+2.1606799637524336E-8i
-24.999999999999996,-2.7777777777777786,-9.948297879369683E-7+2.686071070002018E-12i,-0.007897698395141187+2.1324028934035088E-8i
-9.792536728395133,-18.34451024649124,0.010311269750024022-2.7840745935732006E-8i,-0.010282167503316708+2.776216897320663E-8i
-14.047259664798714,-10.05795934260261,0.001949934233897781-5.264882493953855E-9i,-0.009900839081116261+2.6732570487478003E-8i
-11.183498735667488,-16.116834529262817,0.00693223878097007-1.8717258237412738E-8i,-0.01034038267285267+2.791935172411377E-8i
-12.105365153889839,-13.949896130119935,0.004712203816973089-1.272309545247204E-8i,-0.010407755904994596+2.810126152614665E-8i
-13.169077448970054,-11.882955205877906,0.0030545401865722474-8.247352590562696E-9i,-0.010143990150666915+2.7389085864874706E-8i
-5.7493067071134645,-20.500048731097433,0.020273727121114315-5.4739687704124905E-8i,-0.014440758042043388+3.8990491521858105E-8i
-7.0924358859436785,-18.312494427052894,0.012854582280397223-3.4707768107577394E-8i,-0.014647254256055864+3.954803766024748E-8i
-3.1893274616753793,-20.423848619133402,0.030217876502161355-8.158919733547268E-8i,-0.027347931047694535+7.384025620753479E-8i
-1.840551734868282,-22.56991369793656,0.052823795891004256-1.4262587599931385E-7i,0.0048669882262348365-1.314101812519121E-8i
-7.105427357601002E-15,-24.999999999999996,-0.006538222125713443+1.7653401131605506E-8i,-0.0060937220447198695+1.6453237221305127E-8i
-20.60549023575682,-5.416326864421522,1.4803050069106075E-4-3.996869115439498E-10i,-0.008224928637883204+2.2207560668877726E-8i
