% Model,20260626_TI_field_CompactX_X30_Y50_leadField.mph
% Version,COMSOL 6.3.0.335
% Date,"Jul 3 2026, 17:11"
% Dimension,2
% Nodes,668
% Expressions,4
% Description,"Electric field, x-component, Electric field, y-component"
% Length unit,mm
% x,y,ec.Ex (V/m) @ idx=1,ec.Ey (V/m) @ idx=1,ec.Ex (V/m) @ idx=2,ec.Ey (V/m) @ idx=2
14.471183362850324,21.92882165175366,0.0016000229930923648-4.153953236272257E-9i,-0.005865810907587532+1.5228721279687716E-8i,8.514442969079217E-5-2.2105056039629167E-10i,-3.1197069230212704E-4+8.099331525241512E-10i
14.132216008591016,22.226765253662133,0.0022589166023668115-5.864561929003483E-9i,-0.004764608748001153+1.2369798442727907E-8i,1.2100475967053992E-4-3.141505560866592E-10i,-2.531382936083237E-4+6.571934519042003E-10i
14.68964181618905,22.29144423967252,8.177798192037788E-4-2.1231064436046136E-9i,-0.004999867336077213+1.29805728988079E-8i,4.3647416251541005E-5-1.1331670030553649E-10i,-2.6543081488220044E-4+6.891070923665918E-10i
15,22,4.490550323144049E-6-1.1658292479779087E-11i,-0.005832101766549802+1.5141206165133992E-8i,2.060760089794833E-7-5.350111298360537E-13i,-3.097179671154304E-4+8.040846646494412E-10i
-15,-22.71582426406567,-2.9768975304267364E-6+7.728572144129047E-12i,-0.007949119597241594+2.0637372849619946E-8i,7.715531253837948E-6-2.0030934649955063E-11i,-0.0439982464529548+1.1422751987452762E-7i
-14.352073607222843,-22.51579825926582,0.0029890472773300703-7.760115113731825E-9i,-0.008476003898977626+2.2005261161091794E-8i,0.017557576798627367-4.558269054787012E-8i,-0.04707188350632665+1.2220724556602402E-7i
-14.317815633119423,-23.12579612904786,0.00258511571167973-6.711434662508279E-9i,-0.006046336610569508+1.5697399124541213E-8i,0.014836363672905861-3.851792202957172E-8i,-0.032721596378134335+8.495126742394493E-8i
-15,-23.683507434719353,-1.1908989775100132E-5+3.0917922323543E-11i,-0.004236135600874473+1.0997785197132828E-8i,-6.408966421419156E-5+1.6638852642623732E-10i,-0.022799188986747227+5.919087743397413E-8i
-13.86152221944621,-22.609623042838493,0.004803688193285991-1.2471255852352767E-8i,-0.007421543536244403+1.9267688604191653E-8i,0.02859179391590029-7.422954256299894E-8i,-0.040366006607043814+1.0479755885025179E-7i
-13.254176151929846,-21.930019626785032,0.008088340234426051-2.0998815165695178E-8i,-0.007806485471116065+2.0267068490004593E-8i,0.05231578467180855-1.358213750573179E-7i,-0.04257411316430293+1.1053020858036989E-7i
-15,-25,-1.743776361226579E-5+4.5271633533318336E-11i,-1.703878033962325E-5+4.423579976019967E-11i,-1.4221926068741508E-4+3.6922729281568775E-10i,-1.5021477447552112E-4+3.89985113501691E-10i
-14.033808259917546,-24.02072938200533,0.003110757450914279-8.076097053756291E-9i,-0.00294945417952013+7.657324167914049E-9i,0.01678188096740006-4.3568841857941855E-8i,-0.01527804619864423+3.966461089910257E-8i
-13.659489712129936,-23.20929439139248,0.004707525396291465-1.2221599588968309E-8i,-0.00523988271828108+1.3603696865115605E-8i,0.026825056028073658-6.96427668738637E-8i,-0.02715211842961184+7.049188087234528E-8i
-13.607897221763286,-25,0.00420569891970544-1.0918765988791848E-8i,-3.033215621492391E-5+7.87478423845287E-11i,0.02174646146388574-5.6457803647306326E-8i,-3.4213552333769065E-4+8.882465880479584E-10i
-12.578693691106334,-19.443469077285805,0.002993211692876302-7.770926700509201E-9i,-0.004254944922841666+1.1046617647784724E-8i,0.09618690813298535-2.4971886032271345E-7i,0.023676206967131314-6.146777701204862E-8i
-12.744526683898208,-21.27028322557524,0.009743580456908499-2.529612245981393E-8i,-0.006407448344705679+1.6634911437272548E-8i,0.07403858936283722-1.9221776138211823E-7i,-0.031554921979412606+8.192236664243593E-8i
-13.16771618876739,-22.59084116817714,0.006839242190046315-1.775592747828716E-8i,-0.006308465598875982+1.6377934069344084E-8i,0.04135795898117868-1.0737284920079784E-7i,-0.03150325487646757+8.17882293641273E-8i
-12.824091568664334,-22.073162372526326,0.00831888687625737-2.1597356544830285E-8i,-0.006623231056336632+1.7195122944960658E-8i,0.05394703689579596-1.4005640510640918E-7i,-0.03155537163550781+8.192353403213203E-8i
-12.865272714296383,-23.69225097655244,0.00652675718430197-1.6944659073707147E-8i,-0.0033693188904401167+8.74736998741233E-9i,0.034667446596632415-9.000305158411863E-8i,-0.01499290961478227+3.892434401518029E-8i
-12.225475559086561,-25,0.00782977010414613-2.032751966923857E-8i,1.3109262960840177E-5-3.4034051721493604E-11i,0.037612956979795685-9.765013693314898E-8i,2.6212027866012733E-6-6.805123331929908E-12i
-12.35877657573541,-19.142763785509384,0.002354578768574989-6.112918463037866E-9i,-0.006638902851709622+1.7235809800964488E-8i,0.08531466269660437-2.2149251650710833E-7i,0.028654563227964225-7.439250321300312E-8i
-12.734579917637959,-18.789179529589536,-0.0010351179217730118+2.6873560315230252E-9i,-0.007350769024542371+1.9083944987267824E-8i,0.08521679817101456-2.21238442244088E-7i,0.045299532652200374-1.1760589758657599E-7i
-12.054992970095967,-20.098686704947774,0.007035484993626162-1.8265409799814324E-8i,-0.0058614334602145185+1.5217356623196736E-8i,0.08327905999337992-2.1620771843025558E-7i,0.0025341360436795433-6.579082091459708E-9i
-12.134765106837845,-19.57151959908074,0.004872636560236898-1.2650258462481169E-8i,-0.006214076180754248+1.6132881822868485E-8i,0.0846587579359304-2.197896674136617E-7i,0.015489707957264556-4.021412365674063E-8i
