x (mm),y (mm),Ex_f1 (V/m),Ey_f1 (V/m),|E_f1| (V/m),Ex_f2 (V/m),Ey_f2 (V/m),|E_f2| (V/m),AM_max (V/m)
4.471183362853514,21.92882165175453,0.007961384836409707,-0.02922986908997402,0.030294700782982378,-0.011813042507048344,0.04319617603638398,0.04478233577471819,0.060589401565964755
4.187157719903746,22.216524427442312,0.010762567130140939,-0.024105931836811145,0.026399409102322257,-0.016636786485669356,0.03538337308057873,0.039099434204719306,0.052798818204644514
4.010119121164105,21.73785380447121,0.0165673208450324,-0.029146033693936896,0.033525623037765455,-0.02544582442092916,0.04449011505317774,0.05125290545818595,0.06705124607553091
3.645853406115165,21.978666159770324,0.018427078859585822,-0.02286689583477024,0.029367535824710033,-0.029946223646501784,0.03381328199165246,0.04516762501763084,0.058735071649420066
3.5857864376264303,21.41421356237262,0.026176647650299353,-0.026309307665576626,0.03711329346810778,-0.04354400433022583,0.043178723284658826,0.06132277274882362,0.07422658693621556
4.6991547548353445,22.285323227980957,0.00398521918039918,-0.024908917140597342,0.0252257036578361,-0.006029733352407279,0.03635255639698473,0.03684923392551178,0.0504514073156722
5.0,22.0,1.2460523556190317e-05,-0.028967409163973723,0.028967411843962107,1.2101258917929236e-05,0.0423752220464102,0.04237522377431223,0.057934823687924214
3.055023646880288,21.57099072460568,0.025454128182596115,-0.01885899278962966,0.03167924005678383,-0.046116677469146994,0.026552100145452822,0.05321430224035156,0.06335848011356766
3.2621461955301183,20.98988087883824,0.03335886551169959,-0.019068076596301275,0.038424021826327245,-0.06456371201594902,0.03600504489113107,0.0739245302108222,0.07684804365265449
3.0711783482463786,20.52881663714981,0.03354082455702542,-0.009411441493866005,0.03483621883841044,-0.08420384495823752,0.022182995657010946,0.0870768212676018,0.06967243767682088
2.687648493043144,20.89392684367942,0.02881392687637698,-0.013829877087514209,0.031961036940201894,-0.06459147473657013,0.014965942654086267,0.06630262474570955,0.06392207388040379
-3.262146195530385,20.9898808788387,0.06462950474752424,0.03615258972144415,0.07405391702994062,-0.0334929584466153,-0.01900206017065379,0.038507876547997894,0.07701575309599579
-2.99198200319441,21.33522415979693,0.05296695915902335,0.026071819295455618,0.05903590876685595,-0.027824563912173066,-0.017928326251944494,0.033100320830752775,0.06620064166150555
-3.5857864376275925,21.41421356237378,0.04408607617842125,0.043298088871720444,0.06179244786179751,-0.02657408793507024,-0.026241651462127952,0.03734710726469519,0.07469421452939037
-4.099695656567393,22.107805601088454,0.019373155496082917,0.03694213527640333,0.04171379283469068,-0.012504852762282059,-0.024965501611365546,0.027922170641149102,0.055844341282298204
-4.471183362853743,21.9288216517546,0.011873873411070601,0.04326386094500111,0.04486368836431666,-0.008037508408769637,-0.029276986541297192,0.030360228628262,0.060720457256524
-4.010119121164328,21.73785380447134,0.02574316706701768,0.04468382258938253,0.05156893107133204,-0.016778520544322884,-0.029210598029860313,0.03368646299210329,0.06737292598420658
-3.4628216910226937,21.888414210620358,0.034604344852718676,0.03201848173180812,0.0471449239589588,-0.020815483228123856,-0.021670481586549748,0.030048196521809713,0.060096393043619425
-3.071178348245588,20.528816637146925,0.08443169975137896,0.022242554536877096,0.08731233106058363,-0.033829617243637956,-0.009333325524564479,0.035093503219236086,0.07018700643847217
-2.7780794319716064,20.97975227487448,0.06296194095177766,0.0186165088775083,0.06565653365204016,-0.029187992133416402,-0.014802761845641887,0.03272706285383962,0.06545412570767924
2.45272537443563,20.39465678076841,0.025956444597432137,-0.011484454192947096,0.02838361682818918,-0.0729928590467616,-1.5394801023685796e-05,0.07299286067020737,0.05676723365637836
3.0,20.0,0.02478863445870305,-0.0006640298456762617,0.024797526771094515,-0.10225841260730963,-0.00044118801896556964,0.10225936434300215,0.04959505354218903
-4.434937762809417,22.40386504255366,0.010794606289775077,0.033141901950298765,0.03485554747575296,-0.007065394814923695,-0.022749091077279033,0.023821019053203565,0.04764203810640713
-5.0,22.0,9.843909923101801e-05,0.04262303753327551,0.04262315120705261,-9.341436797172253e-05,-0.029149843357940047,0.02914999303664728,0.05829998607329456
-3.0,20.0,0.10305285620745773,-0.0008450109662673974,0.10305632060212548,-0.024404529029370587,-0.00029792346740253883,0.02440634744360206,0.04881269488720412
-2.5517203245879925,20.178421894587395,0.0805334835679439,-0.004172728363943755,0.08064151311568721,-0.02432752875752172,-0.009347864652983102,0.026061681239293394,0.05212336247858679
2.51762177700531,19.779563281979456,0.018719708292010685,-0.009850877127098775,0.021153421914933086,-0.08495382227852383,-0.018265304690189887,0.08689518556949219,0.04230684382986617
3.071178348246208,19.47118336285081,0.006911478333206489,0.0011894179210979738,0.0070130769097031705,-0.11441971594651969,-0.03157302606473028,0.11869594505359646,0.014026153819406341
-3.071178348246222,19.471183362850766,0.11432662755728419,-0.0317535194090184,0.11865438788127847,-0.00665572364759919,0.0010651751068484483,0.00674041951820958,0.01348083903641916
-2.514155196002521,19.56365523412766,0.08628607027394086,-0.02707281272269628,0.09043352869393988,-0.014914908708799763,-0.010878437334571223,0.018460631100642905,0.03692126220128581
2.867482167289314,19.044533449785483,0.0005540196523490137,-0.012768046270209067,0.012780060380662863,-0.09728134540593554,-0.05311583614489449,0.11083750364096179,0.025560120761325727
3.2621461955295774,19.01011912116272,-0.012385031273608849,-0.007656925514794022,0.01456082099290328,-0.11692941160934099,-0.06657947884656198,0.13455598947199074,0.02912164198580656
-3.2621461955297866,19.01011912116235,0.11668007475304196,-0.06744684740007362,0.13477135106759253,0.012325084463409079,-0.008067155883990137,0.01473046880064462,0.02946093760128924
-2.697926190486489,19.051914038920348,0.08992295517467841,-0.049457453421549,0.10262639799920832,-0.00426350010548456,-0.015120274283765353,0.015709873569375494,0.03141974713875099
2.9739144974682987,18.67993553457128,-0.005746877175976531,-0.02111134556727279,0.021879568298679215,-0.09100406153809118,-0.07076376719781796,0.11527900921007113,0.04375913659735843
3.585786437626436,18.58578643762738,-0.026363630422834905,-0.027172096574968413,0.03785979188203808,-0.10638618995686899,-0.10617533070111321,0.15030376662954847,0.07571958376407616
-3.5857864376271857,18.585786437626624,0.10601178821013506,-0.107242798807154,0.15079627692851785,0.02665749845512257,-0.027797178561311624,0.03851370353334388,0.07702740706668776
-3.169653860112521,18.40090199670749,0.08513952926208691,-0.08757461893203615,0.12213948306776601,0.011053004231484245,-0.029063534401597074,0.03109433926704385,0.0621886785340877
3.44088402774609,18.11750316554752,-0.014434047864866961,-0.03838237378894874,0.04100668671619117,-0.07547190686935312,-0.10419730246505676,0.12865879902863556,0.08201337343238234
4.010119121163336,18.262146195529223,-0.02848378972961746,-0.05097129005280038,0.058390056405245645,-0.08083258334341403,-0.14230738969657028,0.16366215106805085,0.11678011281049129
-4.010119121163766,18.262146195528977,0.08047552238684813,-0.142288078845996,0.1634692848370007,0.028388883429539897,-0.05117770727164517,0.05852423791864536,0.11704847583729072
-3.535161453184726,18.01084842987935,0.06978253744085229,-0.10976723071232984,0.13007093245586349,0.014431514875499114,-0.042189397694589605,0.04458939222992386,0.08917878445984773
4.073995908745701,17.79299657242668,-0.014440280166953935,-0.05530378261617766,0.057157939631844304,-0.05014218776847914,-0.13298134093568015,0.14212063900525151,0.11431587926368861
4.471183362852986,18.07117834824561,-0.01870231682896928,-0.0684986958110612,0.07100597145724746,-0.04533350036346591,-0.1652316095081905,0.1713377104897562,0.14201194291449493
4.439701008533278,17.47250186935209,-0.007431040897025093,-0.059738903918367614,0.06019931071184467,-0.026421198318900996,-0.13363389416213017,0.13622076710084297,0.12039862142368934
5.0,18.000000000000004,-0.001258145579776826,-0.07648578719611428,0.07649613436840577,-0.002056605268330125,-0.17584212666443028,0.17585415302204058,0.15299226873681154
-4.471183362852978,18.071178348245617,0.04432279447311495,-0.16541954649161064,0.17125459547526345,0.017998074662994648,-0.06853964536778354,0.07086334509967943,0.14172669019935885
