% Model,20260626_TI_field_CompactX_X10_Y50.mph
% Version,COMSOL 6.3.0.335
% Date,"Jun 30 2026, 17:16"
% Table,Table 2 - Point Evaluation 1
% Time (s),"withsol('sol1',ec.normE, setval(t,t)) (V/m), Point: (0, 0)","withsol('sol1',ec.normE, setval(t,t)) (V/m), Point: (1, 10)","withsol('sol1',ec.normE, setval(t,t)) (V/m), Point: (-1, 10)","withsol('sol1',ec.normE, setval(t,t)) (V/m), Point: (3, -8)","withsol('sol1',ec.normE, setval(t,t)) (V/m), Point: (-3, -8)","withsol('sol3', ec.normE, setval(t,t)) (V/m), Point: (0, 0)","withsol('sol3', ec.normE, setval(t,t)) (V/m), Point: (1, 10)","withsol('sol3', ec.normE, setval(t,t)) (V/m), Point: (-1, 10)","withsol('sol3', ec.normE, setval(t,t)) (V/m), Point: (3, -8)","withsol('sol3', ec.normE, setval(t,t)) (V/m), Point: (-3, -8)","withsol('sol5', ec.normE, setval(t,t)) (V/m), Point: (0, 0)","withsol('sol5', ec.normE, setval(t,t)) (V/m), Point: (1, 10)","withsol('sol5', ec.normE, setval(t,t)) (V/m), Point: (-1, 10)","withsol('sol5', ec.normE, setval(t,t)) (V/m), Point: (3, -8)","withsol('sol5', ec.normE, setval(t,t)) (V/m), Point: (-3, -8)","withsol('sol1', ec.normJ, setval(t,t)) (A/m^2), Point: (0, 0)","withsol('sol1', ec.normJ, setval(t,t)) (A/m^2), Point: (1, 10)","withsol('sol1', ec.normJ, setval(t,t)) (A/m^2), Point: (-1, 10)","withsol('sol1', ec.normJ, setval(t,t)) (A/m^2), Point: (3, -8)","withsol('sol1', ec.normJ, setval(t,t)) (A/m^2), Point: (-3, -8)","withsol('sol3', ec.normJ, setval(t,t)) (A/m^2), Point: (0, 0)","withsol('sol3', ec.normJ, setval(t,t)) (A/m^2), Point: (1, 10)","withsol('sol3', ec.normJ, setval(t,t)) (A/m^2), Point: (-1, 10)","withsol('sol3', ec.normJ, setval(t,t)) (A/m^2), Point: (3, -8)","withsol('sol3', ec.normJ, setval(t,t)) (A/m^2), Point: (-3, -8)","withsol('sol5', ec.normJ, setval(t,t)) (A/m^2), Point: (0, 0)","withsol('sol5', ec.normJ, setval(t,t)) (A/m^2), Point: (1, 10)","withsol('sol5', ec.normJ, setval(t,t)) (A/m^2), Point: (-1, 10)","withsol('sol5', ec.normJ, setval(t,t)) (A/m^2), Point: (3, -8)","withsol('sol5', ec.normJ, setval(t,t)) (A/m^2), Point: (-3, -8)"
6.250000000000001E-4,13048.401978322163,12832.623025383436,13208.065693989802,12804.945975418885,13300.93346824722,10916.231738546312,11054.924525069975,10738.235811221397,11128.55595660037,10711.599404556486,18926.37291325523,18768.013375053084,18975.615528325907,18795.297174214043,19067.196981709676,0.07088909232426288,0.06971681282659577,0.07175651010458585,0.06956644951364296,0.07226104025580436,0.0589459074018013,0.059694826291353045,0.05798475783102555,0.06009242425819785,0.05784092549048974,0.10262919630331696,0.10176679314550537,0.10290021227169949,0.10191336859255971,0.10339792691839783
6.730769230769232E-4,8691.67909515448,8547.946443635345,8798.032791341053,8529.510466801385,8859.893001768965,5889.794199481992,5964.625147481431,5793.757452974695,6004.352590862443,5779.385922832446,11863.106740337336,11749.75813401595,11909.400646441954,11761.504511185749,11970.99947763458,0.046600687452011194,0.045830060706964194,0.04717090585297811,0.04573121568692762,0.04750257115036282,0.031005311410197578,0.03139923974916178,0.030499750582190583,0.03160837468865891,0.030424095346640805,0.06329585513076441,0.06268491778030044,0.06354969457722531,0.06274519012371384,0.06388017178317554
7.211538461538463E-4,3547.852815958024,3489.182645688899,3591.2652862496916,3481.6572720977497,3616.5159793965004,286.8225675631916,290.466702470359,282.1457477489912,292.40135874647945,281.4458796320857,3702.2957369098817,3644.95259237706,3742.6617509975054,3639.032269723072,3768.008780741121,0.01809220508389315,0.017793017713988314,0.01831358611531093,0.017754642220582383,0.018442351524312017,2.969951105655701E-5,3.0076848955315228E-5,2.921524211294515E-5,3.0277176097987312E-5,2.9142773125957927E-5,0.018108197128305706,0.01780914428747114,0.018329260448689395,0.017770937542251532,0.018458037860294145
7.692307692307693E-4,1917.2608657620267,1885.5554858379721,1940.7209794403366,1881.4887713954872,1954.3664625861024,5344.225255679029,5412.124647179027,5257.084349091403,5448.172155643648,5244.044047215415,4794.920618476928,4794.916556571959,4767.285116619785,4814.572852773753,4777.645898774693,0.012054676022521648,0.011855330127562524,0.01220218024320116,0.011829760876160313,0.01228797549487005,0.030948819583155346,0.03134203018278462,0.030444179889417288,0.03155078407741289,0.030368662498072112,0.028719425026750775,0.028702246722687435,0.028569842824283858,0.02881531634469126,0.028637680169456066
8.173076923076924E-4,7208.750726124483,7089.5409802672075,7296.958916534849,7074.250452403326,7348.2648646673615,10452.143075488526,10584.939527872786,10281.714401582298,10655.440619791874,10256.210405318137,12836.8277658302,12775.711165052784,12821.85560586424,12810.28341546859,12869.647854222729,0.041109906559296264,0.040430079818250836,0.0416129383054757,0.040342881329135584,0.04190552474850806,0.058897852583462376,0.05964616092746859,0.057937486576297395,0.06004343475818771,0.05779377149304539,0.07282413486813265,0.07247126075628404,0.07274541375035337,0.07266539594965028,0.07301849739272452
8.653846153846155E-4,11847.428613617365,11651.509929819182,11992.39689990253,11626.380272238495,12076.717135272987,14536.93230670626,14721.626777968131,14299.89861152968,14819.680315254673,14264.427429728568,19675.007546593053,19558.513439401675,19675.344538034686,19603.94976442706,19755.787978779008,0.06644229520223197,0.06534355154661797,0.06725530079073995,0.0652026203638474,0.06772818230391205,0.0810815534074313,0.08211170986133239,0.07975946840288363,0.0826586156976221,0.0795616234613959,0.11010159318299745,0.10944560327240224,0.11010769744681206,0.1096984814227981,0.11055913689218462
9.134615384615386E-4,15413.223897657312,15158.338332392543,15601.824203043752,15125.645243335457,15711.522831265476,17198.745318980516,17417.258627430852,16918.309112128423,17533.266446676018,16876.342911207183,24674.086759999904,24512.266984194866,24690.834393930705,24563.860680384907,24796.608093746163,0.08575778473728655,0.08433962448841481,0.0868071397909801,0.08415772309566462,0.08741749304397115,0.09532842685547967,0.09653959252804581,0.09377403774530282,0.09718259541613274,0.09354142938691824,0.13708847611143796,0.13618595836256467,0.13718513180762457,0.1364714137909141,0.13777387546673983
9.615384615384617E-4,17583.22433690586,17292.45388524387,17798.377344585395,17255.157994197645,17923.520247996155,18177.025308728116,18407.967849264005,17880.637640041095,18530.574296846138,17836.28436414168,27370.85334742441,27177.690688049086,27403.764645024963,27230.142268781194,27525.30956386918,0.09730719790623915,0.09569804719855168,0.09849787465000637,0.09549164827071072,0.0991904271099777,0.10024388969070838,0.10151750724722107,0.098609350911072,0.10219366558435508,0.09836474846258737,0.15128467696012177,0.15021363344767302,0.1514701623285452,0.15050234561227183,0.15214300901642314
0.0010096153846153848,18160.918452232505,17860.5947823656,18383.140278693485,17822.073540589055,18512.3947328352,17376.011414475073,17596.776922157605,17092.68477401852,17713.980424737965,17050.2860308134,27517.232288956202,27309.502253668896,27564.662308258547,27357.405476903212,27690.99806578951,0.1000446398678398,0.09839022060073883,0.10126881267922805,0.09817801526702004,0.10198084799561001,0.09534678216276181,0.09655818104297449,0.093792093757918,0.09720130774004451,0.09355944061123639,0.1513852148684488,0.15023868595946036,0.15165009953502118,0.15050088785925533,0.1523462618303995
0.0010576923076923079,17093.99126570705,16811.311168712353,17303.157887459434,16775.052993102792,17424.81883296521,14874.112457182868,15063.090865956345,14631.580830577499,15163.418728097578,14595.28690446099,25103.12874102687,24898.981433312434,25162.07849102632,24937.349762547987,25281.772132266764,0.09372221262207968,0.09217234613725724,0.0948690225328023,0.09197355134492657,0.0955360600213127,0.08111646727662995,0.08214706731783515,0.07979381297979618,0.08269420865280494,0.07959588284590446,0.13740031037754294,0.13627850508638015,0.13772772890120197,0.13648688342261886,0.13838419777994576
0.001105769230769231,14479.061854338184,14239.624349910084,14656.231504605337,14208.912718014617,14759.281537090703,10916.231738546305,11054.924525069948,10738.235811221375,11128.555956600354,10711.59940455647,20357.03278923313,20174.457096077804,20423.329420659033,20199.20056014965,20525.498201223396,0.07891246422346031,0.07760750374383671,0.07987805811544306,0.07744012200477264,0.08043969201710995,0.05894590740180125,0.05969482629135288,0.05798475783102543,0.06009242425819775,0.05784092549048964,0.11065256820230288,0.10965439024308091,0.11101925331111397,0.10978668954182369,0.11157631879401957
0.001153846153846154,10552.933693902125,10378.421827492348,10682.062196193941,10356.037931471683,10757.16928330447,5889.7941994820085,5964.6251474814535,5793.757452974694,6004.352590862468,5779.3859228324645,13724.361339050922,13579.732418534843,13793.026279108157,13587.974975281055,13868.233932394849,0.05695653982141366,0.056014660306504815,0.05765347518518962,0.05589384942092179,0.058058844907199085,0.03100531141019768,0.031399239749161915,0.030499750582190583,0.031608374688659055,0.030424095346640912,0.07365170749998351,0.0728668183898021,0.07403009013396541,0.0729075168170267,0.07443622037161456
0.001201923076923077,5671.150146560728,5577.367410359299,5740.543847491538,5565.33829704537,5780.906421580367,286.82256756319396,290.46670247036127,282.1457477489931,292.40135874648155,281.44587963208755,5825.593067512128,5733.127007233416,5891.932175836961,5722.71211126476,5932.398382516519,0.02984272987979668,0.029349226306179466,0.030207893456623048,0.029285926698508383,0.030420289419462558,2.9699511056562213E-5,3.007684895531716E-5,2.92152421129462E-5,3.027717609799137E-5,2.914277312596162E-5,0.02985872192421056,0.02936535285512431,0.030223567770785015,0.029302222017368807,0.030435975753460055
0.0012500000000000002,275.79707014691866,271.2362662171521,279.1717964209075,270.65127126501875,281.134692727575,5344.225255679013,5412.12464717901,5257.084349091389,5448.172155643635,5244.044047215395,2601.8626830019075,2644.253334668847,2552.687889225463,2663.122175316322,2542.699345826976,2.6414038226217237E-5,2.5977234277276183E-5,2.6737247420378238E-5,2.592120728959839E-5,2.6925240780997985E-5,0.030948819583155245,0.03134203018278451,0.030444179889417205,0.03155078407741281,0.03036866249807199,0.016638334968095726,0.01685061094563278,0.01636637972894606,0.016962974915918878,0.016325441683192717
0.0012980769230769233,5144.531710978356,5059.457564136538,5207.481568724121,5048.545464597812,5244.096106687395,10452.143075488557,10584.939527872824,10281.714401582292,10655.440619791912,10256.210405318156,10772.60875082489,10747.662301069515,10734.061956641377,10784.80873332492,10765.654150654294,0.02979229381287002,0.0292996242909421,0.030156840240572663,0.029236431663539442,0.030368877241043774,0.05889785258346255,0.05964616092746883,0.057937486576297374,0.06004343475818793,0.057793771493045494,0.06150652212246326,0.061351743726412084,0.06129836275901398,0.061560184610034964,0.06148279043237612
