% Model,20260626_TI_field_Base_X50_Y50.mph
% Version,COMSOL 6.3.0.335
% Date,"Jun 30 2026, 17:05"
% Table,Table 5 - Point Evaluation 4
% Time (s),"withsol('sol1', ec.normE, setval(t,t)) (V/m), Point: 11","withsol('sol1', ec.normE, setval(t,t)) (V/m), Point: 12","withsol('sol1', ec.normE, setval(t,t)) (V/m), Point: 14","withsol('sol1', ec.normE, setval(t,t)) (V/m), Point: 15","withsol('sol1', ec.normE, setval(t,t)) (V/m), Point: 16","withsol('sol3', ec.normE, setval(t,t)) (V/m), Point: 11","withsol('sol3', ec.normE, setval(t,t)) (V/m), Point: 12","withsol('sol3', ec.normE, setval(t,t)) (V/m), Point: 14","withsol('sol3', ec.normE, setval(t,t)) (V/m), Point: 15","withsol('sol3', ec.normE, setval(t,t)) (V/m), Point: 16","withsol('sol5', ec.normE, setval(t,t)) (V/m), Point: 11","withsol('sol5', ec.normE, setval(t,t)) (V/m), Point: 12","withsol('sol5', ec.normE, setval(t,t)) (V/m), Point: 14","withsol('sol5', ec.normE, setval(t,t)) (V/m), Point: 15","withsol('sol5', ec.normE, setval(t,t)) (V/m), Point: 16","withsol('sol1', ec.normJ, setval(t,t)) (A/m^2), Point: 11","withsol('sol1', ec.normJ, setval(t,t)) (A/m^2), Point: 12","withsol('sol1', ec.normJ, setval(t,t)) (A/m^2), Point: 14","withsol('sol1', ec.normJ, setval(t,t)) (A/m^2), Point: 15","withsol('sol1', ec.normJ, setval(t,t)) (A/m^2), Point: 16","withsol('sol3', ec.normJ, setval(t,t)) (A/m^2), Point: 11","withsol('sol3', ec.normJ, setval(t,t)) (A/m^2), Point: 12","withsol('sol3', ec.normJ, setval(t,t)) (A/m^2), Point: 14","withsol('sol3', ec.normJ, setval(t,t)) (A/m^2), Point: 15","withsol('sol3', ec.normJ, setval(t,t)) (A/m^2), Point: 16","withsol('sol5', ec.normJ, setval(t,t)) (A/m^2), Point: 11","withsol('sol5', ec.normJ, setval(t,t)) (A/m^2), Point: 12","withsol('sol5', ec.normJ, setval(t,t)) (A/m^2), Point: 14","withsol('sol5', ec.normJ, setval(t,t)) (A/m^2), Point: 15","withsol('sol5', ec.normJ, setval(t,t)) (A/m^2), Point: 16"
4.8076923076923085E-4,9028.267690139115,6299.516605634319,2882.9299473248257,1274.287150968308,1026.3856726354452,1035.658255213189,1283.8814058661803,2909.326516994808,6350.452441740143,9106.484482442567,9522.937032789972,6330.773971572983,4449.4903783794125,3641.046589836209,5827.650788890527,0.0498699404608125,0.034796987510462514,0.015924599243198452,0.007038850256752711,0.005669503180556657,0.00571151825612586,0.007080436091146447,0.016044550826687886,0.03502190502811333,0.05022105709946858,0.05259794555221011,0.03496903350009374,0.02456397275878641,0.020083784129988853,0.03214708878724813
5.288461538461539E-4,8987.036908402786,6270.747632103015,2869.764026740846,1268.4676674090836,1021.6983189704821,990.0195086067598,1227.304115181661,2781.1201177930247,6070.604636379813,8705.185563926263,9459.7751646686,6299.198226038379,4367.29024287647,3498.208608148595,5608.0453283707675,0.04941731296555377,0.03448116452864483,0.015780065052825556,0.006974964534576629,0.005618045869794667,0.00543249956347159,0.006734543119613973,0.015260743545482805,0.03331101735919548,0.04776766151054988,0.05201131641192346,0.03463688451418118,0.02399738849414676,0.019200784905202238,0.0307835901909009
5.76923076923077E-4,8131.955638930056,5674.110620321246,2596.717249245316,1147.777950165447,924.4877361601893,847.4707546263888,1050.5897465725643,2380.6783042584093,5196.523752821046,7451.762429818584,8536.477653021293,5696.865412523032,3878.6209505461775,3017.1410596073715,4846.425168827968,0.044489539249182426,0.031042787043560283,0.01420651551839118,0.006279438111882085,0.005057828061233514,0.004621709963094654,0.00572942614521263,0.012983108358193449,0.028339415219654357,0.040638434396110756,0.046695568148871706,0.03116639415130314,0.02119742001354058,0.016461568925178454,0.02644495399435689
6.250000000000001E-4,6540.4585596139295,4563.6359840938985,2088.516257813512,923.1474508736297,743.5571461162784,621.9656585072346,771.036333679762,1747.1991111418743,3813.7709180261663,5468.90886959847,6837.172069300992,4578.533975190014,3029.315778447796,2245.7754246433897,3616.771946466356,0.03553286995953704,0.02479322856149161,0.01134644855874555,0.005015256656149049,0.004039582108749537,0.0033585151901832054,0.004163473020458615,0.009434596066169022,0.020593753666097052,0.02953123417835855,0.03713501773729715,0.024873059828800916,0.01642661566724165,0.012139170320516807,0.019552588826099827
6.730769230769232E-4,4356.668887865631,3039.8863820061397,1391.1828535084817,614.918318261007,495.29130951732475,335.5782302438295,416.00851232035996,942.6918955747535,2057.6996136704247,2950.7204050933924,4516.576709567004,3045.995446886717,1898.786181464964,1263.5206860162402,2038.5553792156693,0.023358405545426897,0.016298438267982954,0.007458866881209168,0.0032969022491606643,0.002655518601162067,0.0017665655503053088,0.0021899701478398353,0.004962559776491908,0.010832232018583259,0.01553331100302136,0.024200124349453723,0.016329811639998953,0.010131014450892099,0.0066804429673068015,0.01077624441835423
7.211538461538463E-4,1778.3468318138655,1240.8499373389814,567.8663409333851,251.00324841062462,202.17275027677846,16.342066693147405,20.25887927329919,45.907429148127044,100.20633429240047,143.69486845982368,1786.0993591698345,1240.7937658803858,592.5857258319139,256.3774984388501,272.7832575891232,0.009068644405638938,0.006327689650397951,0.0028958231452542705,0.0012799860880762452,0.0010309759311124323,1.6921659776065823E-6,2.0977387312538E-6,4.753559704692532E-6,1.037602849223675E-5,1.4879119766806833E-5,0.009069446659459333,0.006327678969885127,0.0028983827543230594,0.0012799602053457366,0.001038038038069349
7.692307692307693E-4,961.0192314215127,670.5557272394603,306.87516335456473,135.6422406229097,109.25422285999885,304.4937722073341,377.4738340289425,855.3707762993857,1867.0958392647474,2677.3965230796084,1108.1076568764627,698.824617117488,767.459427302868,1013.5518403369358,1538.7546540180422,0.006042357455407953,0.004216083575932855,0.001929461316223852,8.528433949066237E-4,6.869301325598193E-4,0.001763346859345999,0.002185980011660144,0.004953517968626425,0.010812495639561635,0.015505009235399431,0.006893063796312271,0.004366475860889881,0.004596740221113048,0.0058784913991413,0.00895967150158947
8.173076923076924E-4,3613.3570585220964,2521.2370272436265,1153.8265846690215,510.00420341595253,410.7873229140097,595.5236391513037,738.2567784415894,1672.919330444076,3651.633663253022,5236.4056884215215,3898.656154702347,2548.6325919935107,2054.6293004771946,2027.9622353743362,3187.2890519613625,0.020606173896801746,0.01437805558017204,0.00658001710469414,0.0029084408580389133,0.0023426289938891114,0.0033557772081168284,0.004160078807891967,0.00942690464499927,0.020576964899328344,0.029507159256853134,0.022213650783926984,0.014530362909054201,0.011656042679458117,0.011436085852264452,0.017985662547758
8.653846153846155E-4,5938.475532412479,4143.599471407468,1896.289470077052,838.1810693936471,675.1202349063809,828.2595030379667,1026.7740056429227,2326.710884610542,5078.724141854296,7282.8389807969925,6334.677573513635,4175.087857158858,3149.133791687537,2854.798649385444,4527.351844366339,0.03330393094095286,0.023237975788486905,0.010634697947445485,0.004700654957444911,0.003786183433347899,0.00461972070268253,0.005726960105433819,0.012977520213612797,0.02832721746660402,0.04062094294177866,0.0355136967062487,0.02341249794565467,0.01762259344220826,0.015930362315964588,0.025270670456542615
9.134615384615386E-4,7725.815953567167,5390.724728369355,2467.0276673769536,1090.4537103091789,878.3154284205317,979.919555943985,1214.78343921678,2752.7477662433666,6008.673715899097,8616.377251209142,8194.208562077516,5424.063586784847,3949.2764635145395,3407.2085464978363,5429.003098313033,0.042985741715372706,0.02999350518120561,0.013726318974189392,0.006067185890220119,0.004886867662603279,0.0054314537473828675,0.006733246645778535,0.015257805684017823,0.033304604620919165,0.04775846570881128,0.04558185114139703,0.03017746521829438,0.021942060490411495,0.01889256757441638,0.030108622370784783
9.615384615384617E-4,8813.51987093791,6149.675296148199,2814.356114520329,1243.9767529940177,1001.9718988725712,1035.658255213189,1283.8814058661803,2909.326516994808,6350.452441740143,9106.484482442567,9308.273913752877,6181.850315206885,4380.916545584912,3630.7441877323463,5805.269820569398,0.04877483821507351,0.03403287472397142,0.015574908342576202,0.0068842829833137735,0.005545005625358502,0.005711518256125859,0.007080436091146449,0.016044550826687886,0.03502190502811332,0.05022105709946858,0.05150327315594038,0.03420957670080668,0.02421428185821498,0.020031127093834877,0.03203294869128314
0.0010096153846153848,9103.086702777082,6351.721926600234,2906.821349259981,1284.8474167606898,1034.891530597138,990.01950860676,1227.3041151816483,2781.1201177930234,6070.6046363798305,8705.185563926256,9575.78403012173,6379.7313682467475,4404.347565390604,3504.0771059846847,5620.161964605031,0.050146969893645504,0.03499028611128782,0.016013061003041604,0.007077951340018597,0.0057009974882707894,0.005432499563471592,0.006734543119613902,0.015260743545482795,0.03331101735919558,0.04776766151054984,0.05274071746529804,0.035143248855912704,0.02423038444433149,0.019237781276375664,0.030859780054409626
0.0010576923076923079,8568.29377861761,5978.567627022027,2736.049880181723,1209.364525128069,974.0931787955309,847.4707546263886,1050.5897465725636,2380.6783042584043,5196.523752821038,7451.7624298185765,8972.682435902889,5999.893935295428,4017.9535814655983,3040.716978246003,4892.092098234438,0.046977878884204884,0.03277903782712998,0.015001098609979927,0.006630652689582096,0.00534071689857132,0.004621709963094653,0.005729426145212626,0.012983108358193423,0.02833941521965432,0.040638434396110715,0.0491831534457823,0.03289456741283768,0.021992003105033013,0.016596518199850648,0.0267054184776018
0.001105769230769231,7257.571018866071,5064.004604100584,2317.5064755754133,1024.3636779492238,825.0826368423401,621.9656585072335,771.0363336797578,1747.1991111418774,3813.770918026153,5468.9088695984665,7554.109466922387,5077.044114120647,3258.3059961859553,2288.6227335283456,3692.1188422659957,0.039554552576477615,0.027599376683980006,0.012630662723958751,0.0055828936226113785,0.004496790242090968,0.0033585151901832006,0.004163473020458592,0.00943459606616904,0.020593753666096982,0.02953123417835853,0.041155732926843075,0.027668943299236425,0.01771082983232314,0.01238101638178179,0.01997525730126273
