% Model,20260626_TI_field_Base_X50_Y50_leadField_ver2.mph
% Version,COMSOL 6.3.0.335
% Date,"Jul 3 2026, 15:41"
% Dimension,2
% Nodes,5
% Expressions,24972
% Description,"x-coordinate, y-coordinate, Ch1_Ex, Ch1_Ey, Ch1_normE, Ch2_Ex, Ch2_Ey, Ch2_normE, am_max, Electric field, x-component, , E_min"
% Length unit,mm
