% Model,20260626_TI_field_CompactY_X50_Y10.mph
% Version,COMSOL 6.3.0.335
% Date,"Jun 30 2026, 17:22"
% Table,Table 2 - Point Evaluation 1
% Time (s),"withsol('sol1', ec.normE, setval(t,t)) (V/m), Point: (0, 0)","withsol('sol1', ec.normE, setval(t,t)) (V/m), Point: (15, -3)","withsol('sol1', ec.normE, setval(t,t)) (V/m), Point: (-15, -3)","withsol('sol1', ec.normE, setval(t,t)) (V/m), Point: (5, 3)","withsol('sol1', ec.normE, setval(t,t)) (V/m), Point: (-5, 3)","withsol('sol3', ec.normE, setval(t,t)) (V/m), Point: (0, 0)","withsol('sol3', ec.normE, setval(t,t)) (V/m), Point: (15, -3)","withsol('sol3', ec.normE, setval(t,t)) (V/m), Point: (-15, -3)","withsol('sol3', ec.normE, setval(t,t)) (V/m), Point: (5, 3)","withsol('sol3', ec.normE, setval(t,t)) (V/m), Point: (-5, 3)","withsol('sol5', ec.normE, setval(t,t)) (V/m), Point: (0, 0)","withsol('sol5', ec.normE, setval(t,t)) (V/m), Point: (15, -3)","withsol('sol5', ec.normE, setval(t,t)) (V/m), Point: (-15, -3)","withsol('sol5', ec.normE, setval(t,t)) (V/m), Point: (5, 3)","withsol('sol5', ec.normE, setval(t,t)) (V/m), Point: (-5, 3)","withsol('sol1', ec.normJ, setval(t,t)) (A/m^2), Point: (0, 0)","withsol('sol1', ec.normJ, setval(t,t)) (A/m^2), Point: (15, -3)","withsol('sol1', ec.normJ, setval(t,t)) (A/m^2), Point: (-15, -3)","withsol('sol1', ec.normJ, setval(t,t)) (A/m^2), Point: (5, 3)","withsol('sol1', ec.normJ, setval(t,t)) (A/m^2), Point: (-5, 3)","withsol('sol3', ec.normJ, setval(t,t)) (A/m^2), Point: (0, 0)","withsol('sol3', ec.normJ, setval(t,t)) (A/m^2), Point: (15, -3)","withsol('sol3', ec.normJ, setval(t,t)) (A/m^2), Point: (-15, -3)","withsol('sol3', ec.normJ, setval(t,t)) (A/m^2), Point: (5, 3)","withsol('sol3', ec.normJ, setval(t,t)) (A/m^2), Point: (-5, 3)","withsol('sol5', ec.normJ, setval(t,t)) (A/m^2), Point: (0, 0)","withsol('sol5', ec.normJ, setval(t,t)) (A/m^2), Point: (15, -3)","withsol('sol5', ec.normJ, setval(t,t)) (A/m^2), Point: (-15, -3)","withsol('sol5', ec.normJ, setval(t,t)) (A/m^2), Point: (5, 3)","withsol('sol5', ec.normJ, setval(t,t)) (A/m^2), Point: (-5, 3)"
4.8076923076923085E-4,68.40376650052411,0.6440574560190847,7885.049884241281,15.46521779338607,312.4781838877223,70.01040603081456,7969.287590566055,0.650624758638779,335.4729661509894,14.994778599251703,106.09827254327938,4290.932715143484,7884.934569658734,177.01441768149695,310.41215428776434,3.7784565984926976E-4,3.557615711826468E-6,0.04355508517842696,8.542607696624211E-5,0.0017260529883051587,3.8609812662717514E-4,0.04394956669607748,3.5881094638577735E-6,0.0018500890240223593,8.269422011082402E-5,5.857258628136327E-4,0.023663924244025643,0.04355444923369918,9.76184561474963E-4,0.0017146582376690496
5.288461538461539E-4,68.09137647584488,0.6411161395554826,7849.0400114821505,15.394590399379803,311.05114159794584,66.92523081537036,7618.101960413667,0.6219534297077669,320.6895512374281,14.333997982222739,104.1247378250472,4101.8337766846935,7848.929778247963,169.09695341683064,309.07243501855226,3.744162726666929E-4,3.525326226941208E-6,0.043159772312040344,8.46507363323899E-5,0.0017103870574144914,3.6723648779546115E-4,0.041802545520209296,3.4128233898562125E-6,0.0017597086036808761,7.865444782074263E-5,5.72140868136499E-4,0.02250784706525732,0.04315916743298133,9.278463624583457E-4,0.0016995283393793686
5.76923076923077E-4,61.612749401032374,0.5801164565589593,7102.2346778036845,13.929855577894,281.4558469820046,57.288947712215894,6521.203431938538,0.5324009656725208,274.51480867325967,12.27010577185744,92.4577644859125,3511.2171489673938,7102.140316295914,144.60870351756807,279.7578873519126,3.3708039670122034E-4,3.1737893083947175E-6,0.03885598526169841,7.620957171744944E-5,0.001539831438734374,3.1242718285126315E-4,0.035563599933362125,2.9034663839162965E-6,0.0014970756446003274,6.691543016020542E-5,5.052946962488784E-4,0.019148536086226613,0.03885547065798598,7.885836189079213E-4,0.0015305702942329906
6.250000000000001E-4,49.5545785164101,0.4665824326081615,5712.263279997403,11.203657175951898,226.37239863116562,42.04482325142006,4785.964075649278,0.39073338566161686,201.46864397901388,9.0051301176888,72.19192163158617,2576.896657006041,5712.194026990389,105.95288467990001,225.12157506482848,2.692191041765738E-4,2.5348395303109834E-6,0.031033467524143647,6.0867000360267E-5,0.0012298313535166697,2.2703532844140084E-4,0.025843441398866653,2.109897858678939E-6,0.0010878984906869415,4.8626263968370354E-5,3.9145711804334317E-4,0.013914824961215176,0.031033093568856585,5.720639376737449E-4,0.0012230755102250572
6.730769230769232E-4,33.00883088027326,0.31079551215572904,3804.9992190044527,7.462874996284913,150.78905816752467,22.685058547266173,2582.241209862965,0.21081809946259605,108.701324697519,4.858669585169898,45.222613340746356,1390.3303883777744,3804.961853562313,56.93433187854071,150.1091909279269,1.7697779613900553E-4,1.666339077282675E-6,0.02040061274913207,4.001241893401039E-5,8.084598722432536E-4,1.1941967423554618E-4,0.013593546758405952,1.1097978305114003E-6,5.722302526706271E-4,2.5577220260208177E-5,2.4127408988422862E-4,0.007319027422012534,0.020400416048198262,2.996070764830899E-4,8.04878854993624E-4
7.211538461538463E-4,13.473860724486908,0.1268634887364187,1553.1610228671339,3.0462677902443493,61.55052191624737,1.1047222564091048,125.75058292283336,0.010266468832095081,5.29356238796784,0.23660862131303867,14.068631358151098,67.6681923446549,1553.1592031713872,3.5540769480902172,61.5165054382618,6.870968558863425E-5,6.469378452098009E-7,0.007920313838169633,1.5534382191296078E-5,3.138756660142629E-4,1.1439026972074974E-7,1.3021049423051256E-5,1.0630582771789142E-9,5.481305603041601E-7,2.4500026004699037E-8,6.877127172788506E-5,6.815261720802521E-6,0.007920313649745374,1.545586822180373E-5,3.138721312996373E-4
7.692307692307693E-4,7.281278908078056,0.06855707236628515,839.3287438464371,1.64620414764663,33.26192293165889,20.583751945957843,2343.049387229614,0.19129011529836723,98.63237069053545,4.408613242947153,18.364222005098878,1261.6183288850973,839.2948438137367,52.68107213669524,32.705891483072214,4.5780655013584325E-5,4.3104895697102243E-7,0.005277234967938211,1.0350421281312382E-5,2.0913257657708588E-4,1.1920209101270886E-4,0.013568779250600356,1.1077757735078703E-6,5.711876463883115E-4,2.553061844144593E-5,1.0996265272408267E-4,0.007306117060292708,0.005277038647664329,3.0488029467866726E-4,2.0587537656481666E-4
8.173076923076924E-4,27.37703854130814,0.25776922380608375,3155.8103540883208,6.189598690826639,125.06222568235444,40.257345092421566,4582.49535837501,0.3741218901468387,192.90348011371327,8.622289326372995,49.05237562739756,2467.4085885165296,3155.744047703393,102.34310949302899,123.89893177528417,1.5612517883642957E-4,1.4700007126238084E-6,0.017996886520887895,3.529790854014208E-5,7.132021354639399E-4,2.268502410970099E-4,0.025822372898330906,2.108177794254395E-6,0.0010870115968100937,4.858662209356918E-5,2.7826570754340123E-4,0.01390384759212234,0.017996512883857688,5.766121769157558E-4,7.06641512112666E-4
8.653846153846155E-4,44.993581009113235,0.4236382410564443,5186.50724773726,10.172473903245727,205.53711001023132,55.990268811822766,6373.374755720094,0.5203320077272449,268.29185286578445,11.991955655511315,75.13965820857315,3431.6710544749753,5186.415027009354,142.00622742130324,203.90178269558245,2.523312770314521E-4,2.375831751277565E-6,0.029086771219417985,5.704887837345541E-5,0.0011526853449546743,3.122927090241676E-4,0.03554829277172166,2.9022166839608576E-6,0.0014964312784809721,6.68866286522727E-5,4.2047475241740795E-4,0.019140568942231644,0.029086256846598706,7.919929043630298E-4,0.0011435611969183234
9.134615384615386E-4,58.53558275537783,0.5511433133690854,6747.523033336812,13.23414750805797,267.39890985490615,66.24247491278108,7540.383826062241,0.6156084030250067,317.417949760096,14.187765812220027,94.20150266165145,4060.016577712127,6747.413925631424,167.76329208522293,265.4538933807223,3.256866920729215E-4,3.066511583892885E-6,0.03754260832418919,7.36336006479496E-5,0.0014877833672297166,3.6716579072079155E-4,0.041794498069096644,3.412166383708425E-6,0.001759369840364336,7.863930597194647E-5,5.233741132901028E-4,0.022503672042902094,0.037542003566786775,9.298145116400088E-4,0.0014770004514823372
9.615384615384617E-4,66.77670357048075,0.6287378023637507,7697.494826610123,15.097359649544364,305.04552783000094,70.01040603081456,7969.287590566055,0.650624758638779,335.4729661509894,14.994778599251703,104.47123883653906,4290.93799804348,7697.379512196668,177.08582077534547,302.98188966862546,3.6954848470087084E-4,3.479493441787557E-6,0.04259865188110371,8.355019165605427E-5,0.0016881503061224354,3.8609812662717514E-4,0.04394956669607748,3.5881094638577692E-6,0.0018500890240223593,8.269422011082402E-5,5.774288362032366E-4,0.023663951184043512,0.04259801593723383,9.765482847692403E-4,0.0016767676882543147
0.0010096153846153848,68.97064183540952,0.6493948855897622,7950.394828275715,15.593381065150282,315.0677514539247,66.92523081537036,7618.10196041366,0.6219534297077636,320.6895512374281,14.333997982222707,105.00398855460494,4101.830921869362,7950.284594960314,169.0593702249944,313.08789711635904,3.799446069881493E-4,3.577378403615826E-6,0.04379703534785725,8.59006221016965E-5,0.0017356412788860427,3.6723648779546115E-4,0.04180254552020926,3.412823389856194E-6,0.001759708603680876,7.865444782074247E-5,5.776691108341451E-4,0.02250782911577905,0.043796430468290654,9.276103928152029E-4,0.0017247753878340936
0.0010576923076923079,64.91871830302475,0.6112438933891979,7483.32085246278,14.677292915092092,296.55798552397914,57.28894771221588,6521.20343193854,0.5324009656725607,274.5148086732597,12.270105771857429,95.76368361414929,3511.2064154237673,7483.226490692277,144.47258586890212,294.85631638573267,3.5593360411707885E-4,3.351302176870548E-6,0.04102923519451965,8.04720410770554E-5,0.0016259555853297299,3.1242718285126304E-4,0.03556359993336213,2.9034663839165243E-6,0.0014970756446003274,6.691543016020537E-5,5.241476214441558E-4,0.019148474875322133,0.041028720589321645,7.878091261276346E-4,0.0016166734671073503
0.001105769230769231,54.98786814636636,0.5177397134993684,6338.570308973743,12.432054554642635,251.1924423650394,42.044823251420034,4785.964075649271,0.39073338566159393,201.46864397901362,9.005130117688822,77.62514164689597,2576.8790176170282,6338.5010556253455,105.7440127413715,249.93680488468775,2.9968987089618477E-4,2.821737832851527E-6,0.03454589860633213,6.775605147189868E-5,0.0013690261717747751,2.2703532844140067E-4,0.025843441398866615,2.1098978586788046E-6,0.0010878984906869402,4.862626396837046E-5,4.2192749852769016E-4,0.013914726037045598,0.03454552464915969,5.70898369905226E-4,0.0013622437445465713
