x (mm),y (mm),Ex_f1 (V/m),Ey_f1 (V/m),|E_f1| (V/m),Ex_f2 (V/m),Ey_f2 (V/m),|E_f2| (V/m),AM_max (V/m)
14.667049180496308,12.251974400625992,0.000558109197372425,-0.0031958050296751195,0.0032441725699919976,-0.00804288569257186,0.04427136531994519,0.04499601979682006,0.006488345139983995
14.471183362850208,11.928821651753625,0.0010069476101189911,-0.003682007766947812,0.003817214257202281,-0.014180843802390514,0.05171524600359215,0.053624276220382225,0.007634428514404562
15.0,12.0,1.7975593802344036e-06,-0.003661592175916495,0.0036615926171479833,1.908901195651902e-05,0.050792343360399395,0.050792346947459384,0.007323185234295967
12.860544642125571,9.120457925547788,-0.00014258131629144578,-0.0013826002848797755,0.0013899327248126211,-0.09918662133714519,-0.04629678657095289,0.1094594824538952,0.0027798654496252423
13.262146195528716,9.010119121164225,-0.0017176431623584926,-0.0010474996804759693,0.00201185327839635,-0.11361272133912402,-0.06463923086966789,0.1307137353819547,0.0040237065567927
13.071178348245668,9.471183362852797,0.0003640182174059897,2.9345471399100376e-05,0.0003651991501839371,-0.11651692872292214,-0.031892671976950115,0.12080288574720333,0.0007303983003678742
13.000000000000002,10.0,0.0024642772284023673,-5.568089717627404e-05,0.0024649062093176706,-0.10935256156542641,-0.00044153440347775445,0.10935345295668458,0.004929812418635341
12.58073217725534,9.727804235285792,0.0016259859418748521,-0.001114819889626334,0.001971459781350135,-0.09292658799902746,-0.01755675443334565,0.09457055769833335,0.00394291956270027
14.039947272336793,12.14508222085066,0.0016096841113220574,-0.0030370302037892125,0.003437242411726387,-0.023988634890775833,0.04257318620554243,0.04886645871776198,0.006874484823452774
14.010119121164154,11.73785380447124,0.0020679774872050345,-0.0036292679651811536,0.004177094307132292,-0.0304195665559364,0.053043996675968236,0.06114749065015811,0.008354188614264584
13.080949686469625,8.656605989607343,-0.0012977108293259043,-0.00253300945573996,0.0028460833261550467,-0.0917256239395014,-0.06997047337139936,0.1153666209564471,0.005692166652310093
13.58578643762806,8.585786437625751,-0.0031498210613457867,-0.0032326239163025135,0.0045134499114035265,-0.09886292078266962,-0.09860378339868157,0.13963016581747126,0.009026899822807053
13.07117834824585,10.528816637147887,0.0037078090127126893,-0.001027952554243039,0.0038476660625018167,-0.09378858933999508,0.024713805429284585,0.09699005964109299,0.007695332125003633
12.48999998270284,10.291151647130116,0.0026118371559071345,-0.001342973316402798,0.002936881110557082,-0.08328038275273661,0.0009208354704509369,0.08328547345969733,0.005873762221114164
13.505186700637504,12.070249175595896,0.002276207304315999,-0.0026257770917682867,0.0034750287808702576,-0.03605021446848679,0.03600763365505069,0.050952601942003246,0.006950057561740515
13.585786437628276,11.414213562374467,0.0031820526834042866,-0.0032010168133460217,0.004513531645982372,-0.051086874786314,0.050709509946682996,0.07198140853349055,0.009027063291964744
13.262146195528594,10.989880878835557,0.0038949324302372246,-0.0022378250385244602,0.004492032896046138,-0.07397104229947363,0.04148941870888853,0.08481206850249548,0.008984065792092277
12.688851225654687,10.854125791512596,0.0032017601723262294,-0.0016889412814901457,0.0036199158627537274,-0.07383052498487049,0.018417152915554083,0.07609295592271657,0.007239831725507455
13.102268353333017,11.626168508937829,0.0029377047743609315,-0.0024213736404129307,0.0038069882647296903,-0.05142166778119393,0.03293953251314376,0.061067182017708437,0.007613976529459381
13.424148477780326,8.106335815693217,-0.0017418224611316186,-0.004358665009715107,0.0046938157348811,-0.07094897413867966,-0.09252719093288107,0.11659776152765912,0.0093876314697622
14.010119121164164,8.262146195528748,-0.0032425659225067682,-0.0058035575720442115,0.006647970686896406,-0.07269533774779513,-0.1278026838871445,0.1470310788201712,0.013295941373792811
14.070965389945334,7.790429329966348,-0.0016861963384988243,-0.006193133492563669,0.006418579324794601,-0.04613472116134148,-0.11693008177011746,0.1257022534380394,0.012837158649589201
