% Model,20260626_TI_field_CompactX_X10_Y50_leadField.mph
% Version,COMSOL 6.3.0.335
% Date,"Jul 8 2026, 16:20"
% Dimension,2
% Nodes,483
% Expressions,2
% Description,"Electric field, x-component, Electric field, y-component"
% Length unit,mm
% x,y,ec.Ex (V/m) @ idx=2,ec.Ey (V/m) @ idx=2
-4.105715680934621,22.110275589074007,7.42807574890666E-20+1.2259422812522927E-26i,2.831983272064585E-19+5.329420713866471E-26i
-4.471183362853743,21.9288216517546,-6.917372284695534E-19-1.8000353439691462E-26i,2.1118860371472315E-19-3.0647914524892506E-26i
-4.010119121164328,21.73785380447134,2.7752938548629506E-19-6.727360493120998E-27i,2.2340256999443725E-19-6.123170648029543E-26i
-3.5857864376275925,21.41421356237378,1.5720977559074255E-19+5.622630300069945E-26i,4.837526355648325E-19+5.376973923669377E-26i
-3.4743384195003473,21.900077107357404,1.706272607790308E-19+4.2593907162652553E-26i,1.5028436133644073E-19+6.523634313114382E-27i
-4.436596255998021,22.39536392078574,-4.7122981544430695E-20-9.299988095643633E-27i,5.2154166247507466E-20+4.685544489135519E-26i
-5,22,1.0982101283250621E-19-5.414709141535815E-27i,-1.7522135477902562E-20+4.068694375726743E-26i
-3.262146195530385,20.9898808788387,7.06273974908215E-19+7.708459833878911E-26i,-8.477520046893465E-19+6.759622490064532E-26i
-2.9539283763964166,21.360424532100605,5.042256556586601E-19+3.274578537758098E-26i,-1.715056062114245E-19-7.147194658210333E-27i
-3.071178348245588,20.528816637146925,4.141035860805477E-19+1.1134429402962548E-25i,-6.696948023823056E-18+1.5545464230319046E-26i
-2.7763638962399284,20.946183448885662,3.3159816543325692E-19+5.6361216100335E-26i,-6.623395886764622E-19+9.645739312909183E-27i
-3.071178348246222,19.471183362850766,6.678838860532869E-19+8.74945081187208E-26i,1.3794598682257207E-18+2.614369347280368E-26i
-2.5341357296192775,19.629599103539107,3.959925230826385E-20+6.208734998452058E-26i,6.600284456981421E-19-3.775611482909577E-26i
-3,20,1.8687818823767178E-19+1.9366257767547897E-26i,7.756731698549374E-18-1.7637635182373777E-26i
-2.5560425586838207,20.183151829392582,-2.203892963388407E-18+8.688066304265653E-26i,9.200132695073163E-19+3.5701506256784267E-26i
-3.2621461955297866,19.01011912116235,-1.6918532417720576E-20+2.88732726766782E-26i,-1.126566914466319E-18+3.028433771350273E-27i
-2.70226220183089,19.096242133208552,4.950604764100758E-19+1.073051494046111E-25i,1.4243388712694654E-19-4.2902482652114615E-26i
-3.5857864376271857,18.585786437626624,6.026082768484838E-19+2.0600781355041105E-26i,2.694083401395555E-20-7.820346734566072E-26i
-3.0868556688142745,18.442991612940418,7.802555207784678E-20+1.043927700770666E-25i,-2.2808814476204118E-21-1.122402668105448E-25i
-3.656301262123138,18.069317849064056,-9.710247916335034E-22+4.0913886725124675E-26i,-2.3839468215567716E-19-9.866888673698292E-26i
-4.010119121163766,18.262146195528977,-7.258831217483129E-19+1.0968756004330673E-25i,-4.0241410003505655E-19-1.4814499613314707E-25i
-4.471183362852978,18.071178348245617,1.2545435821746568E-20+8.807331142315603E-27i,-1.541145249023012E-19-7.28463819766855E-26i
-4.22088686439443,17.79394295293719,-1.7061613227601028E-20+7.390542390346038E-26i,1.1841975963227892E-19-1.3567757190085787E-25i
-5,18.000000000000004,1.4407964786683303E-18-5.622220129309661E-27i,3.692074865999587E-20-1.4423940261828543E-25i
-4.550940234104987,17.551839659836254,-1.320883135309941E-19+2.6403489694706463E-26i,1.2879923055347214E-19-1.4004952548482132E-25i
-3.7492459879253555,22.15027752506478,6.880760718890496E-20+5.0859051292440886E-26i,1.1428066138663557E-19+7.263150373691023E-26i
-3.8551762908115363,22.494387785954714,3.8065402620155033E-20+2.482965645370447E-26i,7.662580770136797E-20+3.137703911808039E-26i
-3.4855933246429314,22.285047720696703,8.93546776864332E-20+3.158474110619461E-26i,7.101392836953559E-20+2.7018772931141807E-26i
-5,22.715824264065965,4.784248464080772E-22+1.32727539589387E-26i,2.2807484980109664E-20+6.4571562375542154E-27i
-4.1126736434116,23.141169827387213,1.8326396220118368E-20+1.1723989754183394E-26i,3.706926767994891E-20+1.617883267672693E-26i
-5,23.68350743471924,5.267599412326765E-22-2.6348562741785385E-28i,2.2434105438921044E-20+1.2897077907422459E-26i
-4.152428289673343,24.124901402696064,1.4720735790924855E-20+8.164101593069408E-27i,1.3000939618134915E-20+7.512006879072491E-27i
-5,25,-3.329074586950267E-23-6.849183311554774E-29i,2.3205047623220718E-22+6.081566419990455E-29i
-3.6120653956959394,25,2.0152267444746673E-20+1.179600412390438E-26i,7.736310231179581E-22+2.062725431357714E-28i
-3.1216791677327977,21.7503700886234,2.6289277787910994E-19+1.3701519735103554E-26i,7.448570266060084E-20+1.466692614347929E-26i
-2.5341199700534442,21.266774919476415,1.5733662525546373E-19+5.414649265521929E-26i,-2.923864830162675E-19+2.2505007017601813E-28i
-3.2981999359794716,22.7842205013116,6.324643831917451E-20+2.3126072808047667E-26i,3.581418105230227E-20+1.371397217126583E-26i
-3.019227464382267,22.20596087068511,1.3034440700803175E-19+3.246024476957857E-26i,8.915262106699535E-21+1.8839805048470426E-26i
-3.0463147314188292,23.789983482177124,3.3945374093028765E-20+1.783061155504512E-26i,7.077958695989896E-21+6.968606228538333E-27i
-2.2177264187142565,25.000000000000004,2.5208841392118462E-20+1.865518707805634E-26i,-8.462008836187761E-22+6.057892425023979E-29i
-2.5419836218408385,20.625126108930132,-6.569870730953775E-19+6.032639373124746E-26i,-1.0661261517233758E-18+1.690604276761783E-27i
-2.503311447909655,21.79798776285807,1.2810770696815005E-19+3.9114497742872747E-26i,-1.0867471927675074E-19+1.6021780364612175E-26i
-2.2948270254855303,20.906077483315162,-1.0545497447055009E-19+4.6994069199374055E-26i,-3.7476698508803346E-19-1.983931508994529E-27i
-2.1421691042356925,21.323201370222577,1.906269629114047E-20+4.4909209777786613E-26i,-2.0677106147832534E-19-7.604712250673248E-28i
-2.3277539740920483,22.69541682943497,5.957787876640627E-20+2.742585904700288E-26i,-2.6159502758119953E-20+7.903141467292952E-27i
-1.603355471989006,23.78417582464533,2.5938894742664352E-20+2.305435792512987E-26i,-1.2389278854248324E-20+8.284983826437585E-28i
-0.7950466473563536,25,1.6727747045506024E-20+2.274834482305843E-26i,9.830321524940176E-22-2.518095957994929E-27i
-2.7814575919636724,18.70102427131054,1.9713736394941433E-19+1.1366064859559014E-25i,-5.810037662141068E-20-7.430865531322243E-26i
-2.273606766794016,19.14288551570771,1.2536757955510572E-19+7.733421048641927E-26i,2.0846767377142068E-19-3.0922159082156844E-26i
-2.07976530476713,19.516477810540774,-4.514256711490086E-20+7.0562521487112E-26i,2.830209834113341E-19-2.3966559368546173E-26i
-2.0560950582031383,19.997253232034367,-2.71944096314025E-19+6.400804298974289E-26i,1.897583931197381E-19-8.660478115094997E-27i
-2.038514419545463,20.49955562552186,-3.1670662608062895E-19+4.8205542726856093E-26i,-1.0929046618470198E-19-4.3245715558322014E-27i
-1.772171892312874,19.616162484200057,-9.740818437226351E-20+5.984503194620731E-26i,1.648286016617817E-19-2.49318236852191E-26i
-0.12046377892783797,23.703651882930185,8.127557497622605E-21+2.337214832148263E-26i,-1.0111841494667707E-20-3.946837788853227E-27i
0.7547586736578875,25,5.244126157773485E-21+1.9615802109670136E-26i,-6.114578027385215E-22-7.9237646762683095E-28i
-1.6146871545219188,21.79479524027496,6.835037952890475E-21+3.5123896827403824E-26i,-8.921607048995685E-20+1.8012601951723803E-27i
-1.6537741423793517,20.956338319165695,-1.037281599619735E-19+4.413101298468851E-26i,-1.1470568143071417E-19-7.712391933765925E-27i
-0.9213349917542095,22.531617067904712,7.911956257265668E-21+2.987348004646113E-26i,-3.4846820143125753E-20-3.0956227371643902E-27i
0.1605420052010844,22.446870774976347,-5.458937372777735E-21+2.533515661034975E-26i,-1.625120696752396E-20-7.917684657863375E-27i
-2.378970765681976,18.66922383184017,1.3198244784535738E-19+7.987244361460554E-26i,6.036636675625816E-20-5.309385053080924E-26i
-2.565111121957603,18.2805341868892,1.0677073764147758E-19+6.63319176220689E-26i,1.103894606467603E-20-7.512582685637122E-26i
-2.7958240037602047,17.954922594805065,7.431591144378066E-20+5.45512799333589E-26i,-2.0104646889816253E-20-8.742797934128838E-26i
-3.2815224232258724,18.09608572943012,8.123149710425868E-20+5.103339289605751E-26i,-6.75422934278796E-20-1.16946625327213E-25i
