x (mm),y (mm),Ex_f1 (V/m),Ey_f1 (V/m),|E_f1| (V/m),Ex_f2 (V/m),Ey_f2 (V/m),|E_f2| (V/m),AM_max (V/m)
22.118045420922776,14.068310439985032,0.0005405137002740313,-0.00027970476895886607,0.0006085965970675962,0.050918924090928255,-0.027407259798336178,0.05782641887780367,0.0012171931941351924
21.92882165175391,14.471183362851226,0.000642658410113022,-0.0001766547997367936,0.0006664958742250727,0.060509233077150504,-0.016628742487845516,0.06275254866785893,0.0013329917484501453
21.73785380447212,14.010119121165692,0.000638226058255191,-0.0003671339107828575,0.0007362878580301821,0.06176985945322898,-0.035607415577867396,0.07129799142336771,0.0014725757160603643
22.41228839338116,14.431238989493224,0.0004978019843750992,-0.00015466337274602782,0.0005212749509778532,0.046329239330379024,-0.014961652431442023,0.048685207819324484,0.0010425499019557063
22.0,15.0,0.0006406359860960664,-2.216170398083861e-06,0.0006406398193154346,0.05981057558315456,-0.00016439089357722647,0.05981080149901132,0.0012812796386308693
21.41421356237506,13.585786437628869,0.0005684576134224323,-0.0005769206136804206,0.0008099268193777266,0.0584872673129376,-0.05943560474944365,0.0833867588389614,0.0016198536387554531
21.854584597638677,13.428867939377492,0.00047188997229969754,-0.0004629065216725051,0.0006610314620076314,0.04457675680892255,-0.048152804201460286,0.06561844100606166,0.001322062924015263
20.98988087884051,13.262146195531413,0.000408692897205687,-0.0007183083087784297,0.0008264361503991135,0.0470736699447866,-0.08370254901413299,0.0960314902182302,0.001652872300798227
21.28771724286125,13.047683502745368,0.0003966390993115132,-0.0006106696102797127,0.0007281757672580327,0.038348620872765915,-0.07038402462420708,0.08015315118661354,0.0014563515345160653
20.52881663715048,13.071178348246562,0.00019950004208520167,-0.0007203943986927794,0.0007475080979226435,0.02737633254804192,-0.10327717083309809,0.10684398719193283,0.001495016195845287
21.00046300518465,12.758095699790829,0.0003207671561061646,-0.0006156021664226892,0.000694159632750814,0.026748477127323346,-0.07840844206675394,0.08284542724837896,0.001388319265501628
19.471183362854426,13.07117834824522,-2.893516195040524e-05,-0.0001673268135502735,0.00016981020620087644,-0.03230729003613,-0.11780835965975413,0.12215797393212041,0.0003396204124017529
19.010119121160532,13.262146195530818,0.0001571322865357161,0.00022905575990378457,0.0002777716627322567,-0.0626456504973101,-0.10972319221395543,0.1263473641824464,0.0005555433254645134
19.08237885616805,12.689132166377192,0.00029339108266867675,-0.00013018766908658278,0.0003209784363032755,-0.039894839142010335,-0.09280848919453297,0.10101986862364563,0.000641956872606551
19.543810872715326,12.478860573510936,0.0002301909912109973,-0.0003286106549180275,0.0004012142257701693,-0.02158752450269043,-0.09301906978670506,0.09549119623367468,0.0008024284515403386
20.0,13.000000000000002,6.683454641091361e-06,-0.0005258587500524363,0.0005259012203566847,-0.0007932148274840678,-0.11639544573998048,0.1163981485195159,0.0010518024407133693
20.16093933013267,12.512570368188417,0.00020051228917559544,-0.0005105179870497356,0.0005484831749577663,-0.00010416904690960693,-0.09276255365390151,0.09276261214294955,0.0010969663499155325
18.58578643762576,13.585786437628055,0.0005864752148434793,0.000549202133509355,0.0008034775423600417,-0.09150684800716169,-0.09074054267809546,0.12886950499525113,0.0016069550847200834
18.43367760098537,13.05057741305399,0.0005826078511412813,0.00013432965614866565,0.0005978932720247654,-0.06589759994608517,-0.07933384724104135,0.10313269606055671,0.0011957865440495308
17.726275267813655,14.698587860018796,0.001518573802475276,0.00014080938125390907,0.0015250880877553687,-0.11416791992417652,-0.015056491507626446,0.11515646693231088,0.0030501761755107374
18.07117834824532,14.47118336285406,0.0015344521084965368,0.00040273780326566255,0.001586423969640121,-0.12583914942362018,-0.033954455847840764,0.13033954349921276,0.003172847939280242
18.000000000000004,15.0,0.0017178634225598066,1.8091347421755888e-05,0.0017179586826872254,-0.13083003571621588,-0.0005774741289654717,0.13083131017411676,0.003435917365374451
21.737853804470056,-14.010119121162065,-0.0006385376236227869,-0.00036215907338577047,0.0007340909284397102,-0.06169415142760276,-0.03512893522896318,0.07099443929416353,0.0014681818568794203
21.980156788167605,-13.670587145934814,-0.0005054935398720649,-0.00039432234543518513,0.0006411036039220933,-0.047691115802448204,-0.039958240062864366,0.06221819247940287,0.0012822072078441866
21.41421356237279,-13.5857864376266,-0.000571827451339546,-0.0005680362177868537,0.0008060097882923475,-0.058502281131549594,-0.05865311336381031,0.08284144255662648,0.001612019576584695
22.14999711562133,-14.207113773652404,-0.000550186015679088,-0.00023663558004146659,0.0005989165631291149,-0.05168575546987804,-0.02302290385599639,0.05658154664247418,0.0011978331262582297
21.92882165175366,-14.471183362850324,-0.0006415041807176967,-0.00017566435101046274,0.0006651207244509904,-0.060393526001115395,-0.016557142749022834,0.0626220165665313,0.0013302414489019807
18.26214619552809,14.010119121165337,0.0011191217987485125,0.0006136526418895616,0.001276324083190529,-0.11305566190435552,-0.06388747730986732,0.12985835531705597,0.002552648166381058
