% Model,20260626_TI_field_Base_X50_Y50.mph
% Version,COMSOL 6.3.0.335
% Date,"Jul 7 2026, 19:57"
% Dimension,2
% Nodes,2200
% Expressions,2
% Description,Arrow surface
% x,y,ec.Jx,ec.Jy
-11.97,-16.5,-0.0279506666821216,-0.020476839573447776
-10.830000000000004,-16.5,-0.025723471558941273,-0.018700184794026607
-9.690000000000001,-16.5,-0.02396330769525233,-0.017019139616753668
-8.55,-16.5,-0.022111683806064503,-0.015478217549317004
-7.41,-16.5,-0.020642265958302312,-0.014246566434593357
-6.270000000000003,-16.5,-0.019331783648089212,-0.012961008534485613
-5.129999999999999,-16.5,-0.017624499471305385,-0.012009952262843637
-3.9900000000000024,-16.5,-0.016477150212989917,-0.011214633126478593
-2.849999999999998,-16.5,-0.015329800954674426,-0.010419313990113557
-1.7100000000000009,-16.5,-0.014161568648004842,-0.009555307701284233
-0.5700000000000038,-16.5,-0.013082095414018245,-0.008942690760931337
0.5700000000000003,-16.5,-0.012162322747230161,-0.008220267968970935
1.7099999999999973,-16.5,-0.011181802041400032,-0.007685658286987585
2.8500000000000014,-16.5,-0.010299018208165055,-0.007114856619278496
3.989999999999999,-16.5,-0.009534933939713833,-0.006697825697007042
5.130000000000003,-16.5,-0.008770849671262616,-0.00628079477473555
6.269999999999996,-16.5,-0.008065421401096964,-0.005875548299029437
7.410000000000005,-16.5,-0.007366761296466655,-0.005528929593487911
8.549999999999997,-16.5,-0.006738208462908795,-0.005220780393819151
9.689999999999998,-16.5,-0.0061579165001247604,-0.00490803772212288
10.83,-16.5,-0.005539807057783164,-0.004652133143867224
11.969999999999999,-16.5,-0.005008879200686608,-0.004426345436605811
13.11,-16.5,-0.004498729009179772,-0.004206961214007114
14.250000000000007,-16.5,-0.003972909385746562,-0.004019095985678301
15.389999999999993,-16.5,-0.003520620494785379,-0.003850392078043472
16.530000000000005,-16.5,-0.003048398301761926,-0.003703994912962861
17.67,-16.5,-0.002595915354692447,-0.00358466823379732
18.809999999999995,-16.5,-0.002162732726556599,-0.0034746406856813344
19.949999999999996,-16.5,-0.0017244845564016985,-0.003387707981873784
21.090000000000003,-16.5,-0.001292248557711483,-0.003327569967121809
22.230000000000004,-16.5,-8.591503065313999E-4,-0.0033059977560357875
23.369999999999997,-16.5,-4.4059653042209705E-4,-0.0033544113332551447
